"Temperatura","Humedad","VientoVelocidad","Precipitation","PresionAtmosferica","Localizacion","TipoClima","Estacion"
22,63,3.5,13,1024.74,"Costa","Soleado","Invierno"
17,81,13,99,1010.5,"Costa","Lluvioso","Primavera"
30,71,17.5,73,1000.38,"Costa","Lluvioso","Verano"
26,77,13.5,22,1010.63,"Llanura","Nublado","Otonio"
27,41,8.5,7,1028.29,"Costa","Soleado","Primavera"
30,59,10.5,11,1004.27,"Llanura","Nublado","Primavera"
11,62,2.5,47,1001.87,"Montania","Nublado","Invierno"
36,105,1,83,1014.89,"Llanura","Nublado","Primavera"
-17,85,31,70,999.91,"Llanura","Nevado","Invierno"
1,96,15.5,84,995.14,"Montania","Nevado","Invierno"
25,58,11.5,26,1018.44,"Llanura","Nublado","Invierno"
-5,72,14.5,76,994.11,"Montania","Nevado","Invierno"
26,53,13,49,1076.52,"Montania","Soleado","Primavera"
33,52,11,35,1018.11,"Costa","Nublado","Otonio"
17,73,18,53,1018.22,"Llanura","Lluvioso","Otonio"
37,66,5,11,1028.66,"Costa","Soleado","Otonio"
33,68,0.5,13,1012.03,"Llanura","Soleado","Primavera"
14,61,13,48,1014.99,"Llanura","Nublado","Verano"
18,55,9,26,1007.43,"Llanura","Nublado","Otonio"
24,57,12.5,14,1006.1,"Montania","Nublado","Otonio"
21,40,8.5,2,1027.11,"Llanura","Soleado","Primavera"
40,34,4,16,1028.69,"Montania","Soleado","Otonio"
27,97,9.5,51,1005.04,"Costa","Lluvioso","Verano"
34,56,9.5,45,1016.19,"Costa","Nublado","Otonio"
11,63,14.5,26,1004.75,"Costa","Nublado","Primavera"
12,85,9.5,68,1018.13,"Llanura","Lluvioso","Otonio"
25,63,10,2,1014.38,"Costa","Soleado","Verano"
22,59,12,46,1009.4,"Montania","Nublado","Otonio"
98,104,19,108,1016.45,"Costa","Soleado","Verano"
-8,76,5.5,61,990.26,"Llanura","Nevado","Invierno"
19,78,19,71,1016.53,"Llanura","Lluvioso","Primavera"
-6,84,17.5,81,980.66,"Montania","Nevado","Invierno"
38,24,10,17,1029.06,"Costa","Soleado","Verano"
34,44,7,13,1013.91,"Montania","Soleado","Otonio"
34,52,7,13,1009.3,"Costa","Nublado","Verano"
20,51,15,26,1007.98,"Llanura","Nublado","Otonio"
29,80,5,90,993.65,"Costa","Lluvioso","Invierno"
29,92,15,79,992.23,"Llanura","Lluvioso","Otonio"
43,89,18.5,79,1016.54,"Costa","Soleado","Otonio"
23,83,10.5,86,992.7,"Costa","Lluvioso","Otonio"
10,72,7.5,17,1009.62,"Llanura","Nublado","Verano"
-1,55,11,51,855.6,"Llanura","Soleado","Verano"
36,33,7,1,1015.63,"Montania","Soleado","Verano"
13,54,3,20,1015.07,"Costa","Nublado","Otonio"
15,61,5,88,1002.34,"Montania","Lluvioso","Primavera"
19,76,12.5,35,1017.26,"Llanura","Nublado","Verano"
22,40,3.5,16,1013.41,"Llanura","Soleado","Otonio"
15,72,7,62,1008.17,"Llanura","Lluvioso","Verano"
-18,42,0.5,80,821.53,"Montania","Soleado","Primavera"
-5,66,6.5,75,994.79,"Llanura","Nevado","Invierno"
23,99,7,56,993.28,"Costa","Lluvioso","Verano"
34,87,13.5,75,1019.73,"Montania","Lluvioso","Otonio"
24,72,14,87,1002.27,"Costa","Lluvioso","Primavera"
27,37,7.5,7,1028.46,"Costa","Soleado","Verano"
21,86,17,73,1018.37,"Costa","Nublado","Invierno"
24,68,7.5,19,1017.23,"Llanura","Soleado","Verano"
-19,77,14,89,822.98,"Montania","Nublado","Invierno"
18,82,8.5,83,999.13,"Costa","Lluvioso","Verano"
31,67,19.5,86,1005.02,"Costa","Lluvioso","Verano"
34,61,1.5,34,1000.08,"Costa","Nublado","Primavera"
38,42,8.5,5,1017.65,"Montania","Soleado","Otonio"
13,95,5.5,62,1000.32,"Costa","Lluvioso","Invierno"
32,61,19.5,82,1000.68,"Llanura","Lluvioso","Invierno"
11,65,4.5,14,1001.15,"Llanura","Nublado","Verano"
-2,68,10,93,985.51,"Montania","Nevado","Invierno"
28,54,2.5,7,1014.29,"Llanura","Soleado","Verano"
22,58,3.5,6,1018.93,"Llanura","Soleado","Otonio"
32,25,1.5,1,1010.97,"Llanura","Soleado","Verano"
1,83,1.5,67,984.98,"Montania","Nevado","Invierno"
11,67,13.5,97,997.48,"Montania","Lluvioso","Verano"
25,58,5.5,1,1029.75,"Montania","Soleado","Verano"
-9,79,10,85,997.3,"Montania","Nevado","Invierno"
16,69,5,38,1007.71,"Montania","Nublado","Verano"
38,94,3.5,88,1020.9,"Montania","Soleado","Verano"
40,25,3.5,5,1020.79,"Llanura","Soleado","Invierno"
30,82,20,70,1010.74,"Montania","Lluvioso","Verano"
26,91,19.5,90,1010.6,"Montania","Lluvioso","Otonio"
26,56,7,1,1023.9,"Costa","Soleado","Otonio"
21,89,16.5,58,993.03,"Costa","Lluvioso","Invierno"
-4,95,7.5,90,987.38,"Montania","Nevado","Invierno"
4,58,14.5,46,809.82,"Costa","Lluvioso","Otonio"
32,97,14.5,93,1017.26,"Llanura","Lluvioso","Verano"
-2,93,0.5,66,997.17,"Llanura","Nevado","Invierno"
61,84,6.5,90,1026.41,"Costa","Soleado","Primavera"
22,59,2,4,1022.79,"Llanura","Soleado","Primavera"
30,23,3,16,1021.2,"Montania","Soleado","Invierno"
-8,37,10,67,1018.94,"Costa","Lluvioso","Otonio"
92,86,8.5,107,1020.9,"Costa","Soleado","Verano"
28,66,11.5,49,1017.46,"Montania","Nublado","Verano"
31,68,9,41,1016.6,"Llanura","Nublado","Primavera"
18,60,11,50,1000.21,"Costa","Lluvioso","Invierno"
22,62,2.5,10,1020.16,"Llanura","Soleado","Primavera"
-9,88,12.5,82,986,"Llanura","Nevado","Invierno"
33,41,6,65,1185.35,"Llanura","Soleado","Primavera"
1,93,17.5,108,991.62,"Llanura","Nevado","Invierno"
-8,64,20,53,984.51,"Llanura","Nevado","Invierno"
21,56,7,10,1002.94,"Llanura","Nublado","Verano"
24,86,23,102,1002.71,"Costa","Lluvioso","Verano"
32,36,9.5,1,1011.74,"Montania","Soleado","Invierno"
32,65,7.5,9,1022.08,"Montania","Soleado","Verano"
-14,85,25,92,987.59,"Llanura","Nevado","Invierno"
16,84,14,62,1009.61,"Montania","Lluvioso","Primavera"
30,72,18.5,72,999.1,"Costa","Lluvioso","Otonio"
-8,76,29,101,989.46,"Llanura","Nevado","Invierno"
33,44,0,9,1021.39,"Costa","Soleado","Verano"
-16,33,3,91,864.6,"Llanura","Lluvioso","Verano"
23,89,19.5,52,992.98,"Llanura","Lluvioso","Primavera"
4,95,12.5,73,983.52,"Llanura","Nevado","Invierno"
43,32,4,19,1017.66,"Llanura","Soleado","Invierno"
32,59,2,12,1008.35,"Llanura","Nublado","Verano"
30,53,13.5,22,1009.03,"Costa","Nublado","Verano"
23,78,19.5,80,992.2,"Llanura","Lluvioso","Primavera"
25,107,9.5,92,1008.47,"Montania","Lluvioso","Verano"
24,27,2.5,15,1016.64,"Llanura","Soleado","Otonio"
-8,85,14,83,981.36,"Llanura","Nevado","Invierno"
10,91,19.5,71,997.3,"Llanura","Lluvioso","Invierno"
49,92,18.5,83,1014.95,"Montania","Soleado","Otonio"
15,78,7.5,99,1002.39,"Montania","Lluvioso","Primavera"
26,50,8.5,6,1021.6,"Costa","Soleado","Otonio"
34,22,9.5,5,1016.34,"Llanura","Soleado","Invierno"
36,52,4.5,4,1017.71,"Montania","Soleado","Otonio"
16,65,14,17,1019.78,"Montania","Nublado","Primavera"
42,44,9.5,18,1020.59,"Costa","Soleado","Otonio"
0,92,5,95,992.78,"Llanura","Nevado","Invierno"
-2,38,11,18,976.02,"Montania","Nevado","Primavera"
23,74,21,89,1005.29,"Montania","Nublado","Primavera"
33,59,3,24,1008.7,"Costa","Nublado","Verano"
40,81,33.5,90,993.66,"Montania","Lluvioso","Primavera"
34,70,6,69,922.46,"Costa","Nevado","Verano"
29,43,3.5,7,1016.03,"Llanura","Soleado","Verano"
36,59,6,19,1013.04,"Llanura","Soleado","Verano"
-2,88,7,71,982.88,"Montania","Nevado","Invierno"
19,64,14.5,48,1004.4,"Montania","Nublado","Verano"
27,27,0.5,11,1013.39,"Montania","Soleado","Primavera"
32,88,11.5,56,1014.94,"Llanura","Lluvioso","Verano"
37,98,10.5,100,1015.77,"Costa","Soleado","Verano"
13,61,12.5,33,1004.63,"Montania","Nublado","Otonio"
35,37,1.5,15,1013.2,"Llanura","Soleado","Primavera"
37,33,11.5,87,1117.03,"Llanura","Nublado","Otonio"
75,82,10,86,1026.77,"Costa","Soleado","Primavera"
0,37,13,23,959.99,"Llanura","Lluvioso","Primavera"
2,104,8,72,986.33,"Llanura","Nevado","Invierno"
34,21,5.5,12,1028.81,"Costa","Soleado","Verano"
30,39,0,6,1029.82,"Montania","Soleado","Verano"
4,60,7.5,90,999.01,"Llanura","Nevado","Invierno"
34,38,5,12,1019.28,"Costa","Soleado","Primavera"
12,76,9,18,1018.4,"Montania","Nublado","Otonio"
39,59,8,13,1017.07,"Montania","Soleado","Verano"
36,65,7.5,1,1026.61,"Montania","Soleado","Primavera"
32,45,9,10,1028.35,"Llanura","Soleado","Primavera"
-3,90,7,97,989.68,"Llanura","Nevado","Invierno"
22,62,0.5,38,1008.38,"Costa","Nublado","Otonio"
33,96,6.5,95,1003.49,"Montania","Lluvioso","Verano"
44,38,8,2,1026.88,"Llanura","Soleado","Primavera"
44,50,2.5,14,1012.08,"Llanura","Soleado","Invierno"
29,68,8,11,1010.09,"Montania","Soleado","Verano"
17,54,4.5,13,1016.31,"Llanura","Nublado","Primavera"
35,48,4.5,4,1024.97,"Costa","Soleado","Verano"
25,21,7,0,1015.28,"Llanura","Soleado","Verano"
27,89,9.5,53,1014.06,"Costa","Lluvioso","Otonio"
12,87,19.5,78,1012.4,"Montania","Lluvioso","Invierno"
-8,81,10.5,63,983.17,"Montania","Nevado","Invierno"
26,79,13.5,25,1008.47,"Llanura","Nublado","Verano"
-15,73,14,73,1090.57,"Costa","Nublado","Otonio"
32,34,1,12,1015.74,"Montania","Soleado","Invierno"
22,106,15,108,1016.6,"Montania","Lluvioso","Verano"
37,46,5,10,1029.71,"Llanura","Soleado","Otonio"
28,68,3.5,8,1017.96,"Costa","Soleado","Otonio"
22,35,3.5,0,1012.04,"Costa","Soleado","Primavera"
23,22,0.5,12,1027.46,"Llanura","Soleado","Invierno"
-6,82,18,65,989.4,"Montania","Nevado","Invierno"
25,70,14,48,1009.35,"Llanura","Nublado","Invierno"
13,94,15,94,1018.17,"Montania","Lluvioso","Otonio"
23,54,10,15,1013.91,"Costa","Soleado","Invierno"
25,55,12.5,90,1066.72,"Llanura","Soleado","Otonio"
31,48,6.5,19,1027.75,"Costa","Soleado","Otonio"
32,23,5.5,73,1137.23,"Llanura","Soleado","Invierno"
13,61,12.5,93,1008.84,"Costa","Lluvioso","Verano"
32,71,11.5,15,1013.15,"Costa","Nublado","Verano"
36,63,1,10,1028.04,"Llanura","Soleado","Verano"
12,79,17.5,99,1006.53,"Costa","Lluvioso","Primavera"
27,79,4.5,31,1010.97,"Montania","Nublado","Primavera"
-3,80,14,78,980.79,"Montania","Nevado","Invierno"
16,75,14.5,43,1000.58,"Montania","Nublado","Primavera"
64,85,20.5,77,1011.89,"Montania","Soleado","Primavera"
13,78,8,59,1003.42,"Llanura","Lluvioso","Otonio"
-11,74,9.5,86,887.93,"Costa","Soleado","Otonio"
-1,61,12,81,999.12,"Montania","Nevado","Invierno"
38,63,5.5,11,1013.87,"Montania","Soleado","Primavera"
45,78,17.5,77,1016.75,"Llanura","Soleado","Invierno"
30,98,5,66,1012.74,"Costa","Lluvioso","Primavera"
-8,93,13,80,988.73,"Montania","Nevado","Invierno"
26,83,9.5,54,1018.87,"Montania","Lluvioso","Verano"
-1,84,12.5,74,997.24,"Llanura","Nevado","Invierno"
30,31,5.5,2,1023.22,"Montania","Soleado","Otonio"
30,61,7.5,6,1019.19,"Llanura","Soleado","Primavera"
11,67,1.5,31,918.78,"Costa","Nevado","Otonio"
32,35,5.5,9,1010.24,"Costa","Soleado","Verano"
32,75,14,10,1009.31,"Costa","Nublado","Otonio"
19,73,12,43,1016.1,"Costa","Nublado","Primavera"
31,63,7.5,16,1028.64,"Montania","Soleado","Verano"
11,51,7.5,31,1009.49,"Llanura","Nublado","Otonio"
30,34,9.5,12,1018.43,"Llanura","Soleado","Primavera"
31,60,3,47,1012.14,"Montania","Nublado","Verano"
12,70,10.5,73,993.83,"Montania","Lluvioso","Otonio"
28,49,4.5,12,1010.13,"Montania","Soleado","Primavera"
-9,60,5,51,992.14,"Llanura","Nevado","Invierno"
-22,84,29.5,70,986.24,"Llanura","Nevado","Invierno"
28,63,7,12,1011.03,"Llanura","Nublado","Primavera"
-4,67,17,67,997.24,"Montania","Nevado","Invierno"
14,90,7,66,1011.74,"Montania","Lluvioso","Primavera"
27,40,5,15,1026.05,"Montania","Soleado","Verano"
18,77,15.5,64,1015.8,"Llanura","Lluvioso","Verano"
36,26,6,36,883.59,"Costa","Lluvioso","Otonio"
37,38,1,15,1014.51,"Montania","Soleado","Otonio"
24,44,3,3,1021.75,"Costa","Soleado","Otonio"
34,51,8,8,1010.17,"Montania","Soleado","Primavera"
22,69,8,66,1001.46,"Montania","Lluvioso","Primavera"
1,61,7.5,65,839.07,"Costa","Lluvioso","Otonio"
44,43,5,16,1027.36,"Llanura","Soleado","Invierno"
34,53,7,22,1004.25,"Llanura","Nublado","Invierno"
12,86,17.5,82,998.91,"Costa","Lluvioso","Otonio"
27,58,11,37,1005.12,"Llanura","Nublado","Invierno"
32,65,14.5,78,998.06,"Costa","Lluvioso","Verano"
19,74,13,98,1003.68,"Costa","Lluvioso","Primavera"
15,90,6.5,97,1018.37,"Costa","Lluvioso","Verano"
30,106,22.5,109,998.32,"Llanura","Lluvioso","Primavera"
41,60,6.5,4,1026.24,"Montania","Soleado","Primavera"
20,50,5.5,84,899.44,"Montania","Nublado","Otonio"
29,56,11,16,1005.23,"Costa","Nublado","Otonio"
13,61,13,18,1018.6,"Llanura","Nublado","Primavera"
4,99,9,77,981.23,"Llanura","Nevado","Invierno"
27,92,9,65,1003.41,"Costa","Lluvioso","Invierno"
31,97,17,79,1004.51,"Costa","Lluvioso","Verano"
9,32,4,46,809.99,"Costa","Nublado","Otonio"
24,62,6,13,1024.56,"Costa","Soleado","Otonio"
10,63,20,50,995.6,"Montania","Lluvioso","Primavera"
32,51,6,43,1007.13,"Llanura","Nublado","Primavera"
49,26,1.5,46,1156.95,"Costa","Nevado","Invierno"
23,63,9.5,17,1007.1,"Montania","Nublado","Otonio"
20,77,14.5,86,1012.4,"Llanura","Lluvioso","Verano"
23,30,5,83,888.58,"Costa","Nublado","Invierno"
49,92,13.5,108,1018.17,"Costa","Lluvioso","Primavera"
12,65,12.5,29,1006.37,"Llanura","Nublado","Primavera"
11,75,9,15,1018.23,"Montania","Nublado","Otonio"
31,73,14.5,36,1009.35,"Llanura","Nublado","Primavera"
58,101,12,78,1021.29,"Llanura","Soleado","Primavera"
-15,20,13.5,76,963.25,"Costa","Lluvioso","Primavera"
12,65,20,85,1003.91,"Llanura","Lluvioso","Verano"
37,47,6.5,4,1020.52,"Costa","Soleado","Primavera"
23,78,34.5,97,1008.85,"Llanura","Lluvioso","Otonio"
16,71,3,104,1009.56,"Costa","Nublado","Primavera"
-2,60,13.5,75,997.81,"Montania","Nevado","Invierno"
10,78,15,24,1007.08,"Llanura","Nublado","Otonio"
33,65,9.5,0,1026.33,"Montania","Soleado","Otonio"
11,50,8,22,1013.91,"Montania","Nublado","Primavera"
32,72,13,13,1001.27,"Costa","Nublado","Otonio"
44,66,2,9,1019.66,"Montania","Soleado","Verano"
25,56,14.5,39,1016,"Montania","Nublado","Primavera"
32,65,1.5,17,1007.14,"Costa","Nublado","Primavera"
24,92,8.5,52,998.62,"Llanura","Lluvioso","Primavera"
14,60,1.5,35,1013.94,"Montania","Nublado","Verano"
33,66,9,24,1004.24,"Montania","Nublado","Primavera"
34,85,13.5,87,1001.87,"Llanura","Lluvioso","Verano"
29,36,2.5,1,1022.15,"Montania","Soleado","Invierno"
25,63,0.5,46,1016.21,"Costa","Nublado","Primavera"
34,78,7,18,1008.12,"Montania","Nublado","Otonio"
-4,79,19,98,980.71,"Llanura","Nevado","Invierno"
28,58,3,26,1017.24,"Llanura","Nublado","Otonio"
10,62,12,28,1015.42,"Montania","Nublado","Verano"
26,61,13.5,25,1000.09,"Montania","Nublado","Verano"
-5,74,14,67,984.62,"Llanura","Nevado","Invierno"
10,76,11,63,996.96,"Llanura","Lluvioso","Otonio"
12,53,0.5,28,1014.91,"Costa","Nublado","Verano"
15,67,14.5,37,1008.8,"Costa","Nublado","Invierno"
24,61,8.5,65,998.75,"Costa","Lluvioso","Invierno"
32,89,11.5,57,1019.84,"Montania","Lluvioso","Primavera"
14,63,12,40,1018.31,"Costa","Nublado","Verano"
22,71,15,52,996.78,"Llanura","Lluvioso","Primavera"
71,101,26,78,1018.54,"Llanura","Nublado","Otonio"
27,66,9.5,64,998.2,"Costa","Lluvioso","Otonio"
55,77,12,109,1012.26,"Montania","Soleado","Verano"
0,99,6,50,997.84,"Llanura","Nevado","Invierno"
34,62,1.5,44,1007.63,"Llanura","Nublado","Otonio"
39,49,3.5,4,1019.35,"Montania","Soleado","Invierno"
16,52,13.5,44,1002.97,"Costa","Nublado","Otonio"
27,87,12.5,99,1000.32,"Montania","Lluvioso","Invierno"
16,83,11.5,91,1007.83,"Costa","Lluvioso","Otonio"
16,107,32.5,99,995.47,"Llanura","Lluvioso","Otonio"
25,75,11,72,1000.69,"Llanura","Lluvioso","Primavera"
38,58,4,0,1014.22,"Llanura","Soleado","Primavera"
1,72,4.5,88,990.65,"Llanura","Nevado","Invierno"
15,62,16,86,1002.18,"Llanura","Lluvioso","Invierno"
32,84,15,84,996.73,"Costa","Lluvioso","Primavera"
22,52,0.5,8,1018.6,"Montania","Soleado","Verano"
3,93,17,92,998.54,"Montania","Nevado","Invierno"
24,64,14.5,77,1018.33,"Costa","Lluvioso","Primavera"
30,58,4.5,1,1023.16,"Costa","Soleado","Invierno"
33,61,6.5,61,996.31,"Costa","Lluvioso","Verano"
15,63,15.5,71,997.37,"Montania","Lluvioso","Otonio"
-4,91,8,81,993.81,"Llanura","Nevado","Invierno"
20,78,1.5,48,1016.93,"Montania","Nublado","Otonio"
28,52,6.5,18,1011.87,"Montania","Soleado","Verano"
24,87,18,65,1011.48,"Llanura","Lluvioso","Primavera"
25,68,8,18,1008.08,"Costa","Nublado","Verano"
45,32,6.5,51,963.54,"Montania","Lluvioso","Otonio"
10,80,25,105,1004.03,"Montania","Nublado","Verano"
13,98,19.5,85,1014.82,"Costa","Lluvioso","Verano"
-9,66,5,51,982.84,"Llanura","Nevado","Invierno"
30,65,10,27,1019.71,"Costa","Nublado","Primavera"
-2,64,2,68,990.02,"Montania","Nevado","Invierno"
31,28,1,14,1025.44,"Llanura","Soleado","Primavera"
25,82,5.5,76,996.46,"Costa","Lluvioso","Otonio"
11,55,6,48,1013.87,"Costa","Nublado","Verano"
-5,87,15,61,989.69,"Montania","Nevado","Invierno"
16,54,8,18,1006.62,"Costa","Nublado","Primavera"
23,56,0.5,25,1002.33,"Llanura","Nublado","Verano"
31,76,12.5,37,1008.03,"Llanura","Nublado","Verano"
21,68,4.5,45,1011.76,"Llanura","Nublado","Verano"
19,61,2.5,43,1003.57,"Costa","Nublado","Primavera"
57,83,34.5,91,997.97,"Llanura","Lluvioso","Primavera"
-3,89,8,70,980.93,"Llanura","Nevado","Invierno"
31,76,10.5,64,990.23,"Costa","Lluvioso","Otonio"
29,91,13.5,65,1018.6,"Costa","Lluvioso","Otonio"
22,51,8,5,1020.71,"Llanura","Soleado","Verano"
27,74,10,43,1006.85,"Costa","Nublado","Verano"
29,77,15,47,1012.58,"Costa","Nublado","Invierno"
28,76,2,23,1011.16,"Montania","Nublado","Invierno"
13,67,14,74,990.36,"Montania","Lluvioso","Verano"
94,73,6,70,1018.46,"Costa","Soleado","Otonio"
26,60,3.5,12,1025.89,"Montania","Soleado","Invierno"
13,48,4,65,929.98,"Costa","Nevado","Verano"
26,90,11.5,75,1011.38,"Llanura","Lluvioso","Primavera"
32,65,18.5,81,1009.67,"Llanura","Lluvioso","Primavera"
10,79,15.5,80,1019.52,"Llanura","Lluvioso","Verano"
14,74,5.5,84,1009.09,"Llanura","Lluvioso","Primavera"
28,60,14.5,10,1014.79,"Llanura","Nublado","Otonio"
31,56,7.5,35,1000.05,"Costa","Nublado","Verano"
27,48,1,18,1017.13,"Llanura","Soleado","Verano"
13,83,14,98,991.68,"Costa","Lluvioso","Primavera"
19,36,9.5,79,902.53,"Montania","Soleado","Invierno"
26,63,10,25,1004,"Costa","Nublado","Otonio"
-3,65,4,80,980.23,"Montania","Nevado","Invierno"
16,94,13,66,1008.99,"Montania","Lluvioso","Primavera"
23,70,14,32,1010.31,"Montania","Nublado","Primavera"
21,58,0,33,1000.4,"Costa","Nublado","Otonio"
58,87,9.5,103,1014.99,"Llanura","Soleado","Invierno"
18,50,6,20,1000.82,"Costa","Nublado","Primavera"
37,38,8.5,3,1017.65,"Llanura","Soleado","Primavera"
48,76,13.5,21,1138.17,"Montania","Nevado","Otonio"
30,55,5,13,1024.27,"Montania","Soleado","Otonio"
17,82,10,84,1019.58,"Montania","Lluvioso","Otonio"
1,84,24.5,87,981.54,"Montania","Nevado","Invierno"
29,54,9,1,1016.32,"Montania","Soleado","Verano"
26,82,6,93,1001.81,"Llanura","Nublado","Primavera"
33,59,14,20,1008.57,"Llanura","Nublado","Primavera"
-6,86,1,84,989.18,"Llanura","Nevado","Invierno"
30,61,11.5,48,1003.84,"Montania","Nublado","Otonio"
32,78,17.5,59,1007.35,"Montania","Lluvioso","Otonio"
32,49,6,8,1024.87,"Costa","Soleado","Otonio"
34,99,16,75,999.36,"Costa","Lluvioso","Otonio"
-3,94,19.5,65,987.66,"Llanura","Nevado","Invierno"
20,24,3.5,7,1014.06,"Montania","Soleado","Otonio"
4,83,9,87,984.72,"Montania","Nevado","Invierno"
12,56,2.5,13,1001.13,"Costa","Nublado","Invierno"
39,26,7,3,1010.1,"Montania","Soleado","Invierno"
35,43,5,1,1023.81,"Llanura","Soleado","Otonio"
16,87,18,87,993.03,"Montania","Lluvioso","Primavera"
23,60,3.5,32,1002.44,"Llanura","Nublado","Otonio"
2,105,24,106,989.65,"Llanura","Nevado","Invierno"
28,60,8.5,3,1028.38,"Montania","Soleado","Otonio"
30,63,5.5,42,1005.58,"Llanura","Nublado","Verano"
15,108,13.5,78,1027.5,"Llanura","Soleado","Otonio"
20,74,8,92,1011.58,"Llanura","Lluvioso","Verano"
29,41,2.5,11,1014.96,"Montania","Soleado","Otonio"
-3,61,9.5,80,989.14,"Montania","Nevado","Invierno"
39,50,2,2,1026.92,"Montania","Soleado","Invierno"
7,106,27,70,999.73,"Montania","Nevado","Invierno"
23,64,15.5,98,1003.88,"Costa","Lluvioso","Primavera"
15,52,0,31,1006.72,"Montania","Nublado","Otonio"
28,68,5.5,14,1016.19,"Montania","Soleado","Invierno"
-2,89,14.5,90,992.86,"Montania","Nevado","Invierno"
-9,75,11,65,984.16,"Llanura","Nevado","Invierno"
25,76,4.5,27,1001.35,"Montania","Nublado","Invierno"
29,70,13,10,1004.1,"Llanura","Nublado","Otonio"
18,72,8,69,1001.85,"Costa","Lluvioso","Invierno"
38,63,3,8,1011.41,"Montania","Soleado","Primavera"
16,75,5.5,54,1018.53,"Llanura","Lluvioso","Verano"
17,96,12,78,1011.37,"Montania","Lluvioso","Verano"
34,55,4,8,1011.65,"Montania","Soleado","Invierno"
12,57,1.5,41,1010.8,"Llanura","Nublado","Otonio"
-6,74,0.5,66,989.13,"Llanura","Nevado","Invierno"
-18,55,1,77,981.32,"Costa","Nublado","Invierno"
21,95,5.5,106,1017.28,"Llanura","Soleado","Verano"
13,69,7,88,998.31,"Montania","Lluvioso","Primavera"
27,28,10,98,896.93,"Llanura","Nevado","Primavera"
29,59,8.5,46,1013.21,"Montania","Nublado","Verano"
28,32,6.5,2,1029.69,"Montania","Soleado","Primavera"
25,36,0.5,17,1023.21,"Costa","Soleado","Verano"
31,56,11.5,40,1017,"Llanura","Nublado","Primavera"
-10,84,18,89,984.96,"Llanura","Nevado","Invierno"
25,34,9.5,9,1012.54,"Montania","Soleado","Primavera"
23,62,7,44,1005.05,"Llanura","Nublado","Verano"
28,48,3.5,8,1016.02,"Llanura","Soleado","Primavera"
10,104,18,74,1013.41,"Llanura","Nublado","Verano"
11,55,4.5,27,1009.55,"Montania","Nublado","Primavera"
15,54,13.5,36,1016.9,"Costa","Nublado","Otonio"
24,72,14.5,50,1008.63,"Costa","Lluvioso","Primavera"
24,85,6,66,997.58,"Montania","Lluvioso","Otonio"
24,57,7.5,11,1018.63,"Costa","Nublado","Verano"
32,51,9,10,1018.04,"Llanura","Nublado","Primavera"
-9,98,3,75,998.11,"Montania","Nevado","Invierno"
42,45,7,12,1022.54,"Llanura","Soleado","Verano"
97,91,18.5,106,1016.87,"Costa","Soleado","Verano"
10,71,19,52,992.36,"Costa","Lluvioso","Verano"
10,85,15.5,93,1008.89,"Montania","Lluvioso","Primavera"
44,69,12,89,979.58,"Montania","Nublado","Otonio"
-10,85,14.5,72,999.45,"Montania","Nevado","Invierno"
18,56,4,20,1000.89,"Montania","Nublado","Primavera"
1,90,1,57,990.66,"Llanura","Nevado","Invierno"
15,80,16,87,1002.6,"Llanura","Lluvioso","Otonio"
29,81,10,79,1004.68,"Llanura","Lluvioso","Otonio"
67,106,24,89,991.2,"Costa","Lluvioso","Otonio"
38,53,2.5,4,1018.34,"Llanura","Soleado","Verano"
17,70,5.5,16,1014.79,"Llanura","Nublado","Verano"
27,90,13.5,97,1018.29,"Costa","Lluvioso","Verano"
24,64,13.5,36,1013.25,"Montania","Nublado","Primavera"
29,85,12,76,1013.55,"Montania","Soleado","Otonio"
37,31,9,9,1020.31,"Llanura","Soleado","Otonio"
41,92,23.5,73,1002.41,"Costa","Nublado","Verano"
12,61,5,91,1010.12,"Montania","Lluvioso","Invierno"
23,89,16.5,61,993.26,"Costa","Lluvioso","Otonio"
17,95,10,93,1016.29,"Llanura","Lluvioso","Primavera"
-8,63,19,66,994.72,"Montania","Nevado","Invierno"
44,36,7,6,1019.38,"Costa","Soleado","Otonio"
31,54,1.5,5,1025.55,"Llanura","Soleado","Primavera"
65,70,14.5,99,1023.75,"Montania","Soleado","Verano"
30,46,4,5,1013.53,"Montania","Soleado","Primavera"
-13,46,1,80,1116.16,"Montania","Soleado","Invierno"
37,39,2.5,6,1026.63,"Llanura","Soleado","Invierno"
26,96,15.5,89,996.26,"Costa","Lluvioso","Primavera"
27,74,0,41,1007.89,"Costa","Nublado","Verano"
29,54,10,37,1000.48,"Montania","Nublado","Verano"
20,53,12.5,15,1008.24,"Montania","Nublado","Primavera"
-7,96,4.5,81,991.89,"Montania","Nevado","Invierno"
42,62,4,8,1015.44,"Costa","Soleado","Primavera"
28,26,3,13,1021.16,"Llanura","Soleado","Primavera"
10,37,12,53,865.93,"Costa","Nevado","Invierno"
18,99,47.5,108,1003.25,"Costa","Lluvioso","Otonio"
-3,78,1,40,892.61,"Llanura","Nevado","Primavera"
23,89,19,84,996.07,"Llanura","Lluvioso","Otonio"
34,54,7.5,19,1020.37,"Montania","Soleado","Otonio"
10,24,2,88,1080.64,"Llanura","Lluvioso","Verano"
17,90,20,67,1007.62,"Montania","Lluvioso","Primavera"
13,83,5,90,1004.96,"Montania","Lluvioso","Primavera"
41,40,10,8,1029.45,"Llanura","Soleado","Primavera"
